y_test,y_predicted
17.74338888888889,17.69
16.758277777777778,16.86
19.0175,19.33
15.7305,16.04
20.625611111111112,20.98
17.908333333333335,17.89
17.195333333333334,17.28
19.822833333333335,16.04
16.03661111111111,15.84
17.17538888888889,17.38
16.38072222222222,16.86
20.279722222222222,20.46
17.890444444444444,18.1
15.880666666666665,16.14
17.35461111111111,17.28
17.763833333333334,17.69
15.938,15.94
17.911,17.89
21.60961111111111,21.9
17.78027777777778,17.79
20.87038888888889,21.08
16.81972222222222,16.97
18.5595,19.02
15.8355,16.04
17.427777777777777,17.58
18.028055555555554,17.99
16.06411111111111,16.04
15.693277777777777,16.04
19.174,19.54
15.874833333333335,15.94
15.858444444444444,16.04
18.11583333333333,17.99
17.52583333333333,17.58
15.835833333333333,16.04
17.458166666666667,17.48
18.019333333333336,17.99
16.0375,15.94
15.973666666666666,17.69
15.877333333333334,16.04
15.874777777777776,16.14
18.34711111111111,18.71
19.529444444444444,19.54
21.359944444444444,21.39
17.11461111111111,17.79
18.53633333333333,18.71
16.15372222222222,17.48
18.18177777777778,17.89
15.882055555555556,16.25
18.31088888888889,16.66
19.391111111111112,19.43
17.6785,17.79
17.22361111111111,17.38
17.596111111111114,17.58
20.429,20.46
16.428,16.76
17.728333333333335,18.3
16.423166666666667,17.38
17.628888888888888,17.79
18.397499999999997,18.61
21.732722222222222,21.9
20.77861111111111,20.98
15.896055555555556,16.14
17.30638888888889,17.58
18.854888888888887,18.92
19.357666666666667,19.64
17.034777777777776,17.07
17.897333333333332,17.99
20.03322222222222,20.15
18.92233333333333,18.82
17.1055,17.89
19.885944444444444,19.95
18.4185,18.51
17.133388888888888,17.38
17.539277777777777,18.1
18.198055555555555,17.99
17.620555555555555,18.1
16.36311111111111,16.25
17.910722222222223,17.89
15.79738888888889,15.94
18.46366666666667,18.61
19.153055555555554,19.23
17.367666666666665,17.58
19.819499999999998,20.05
15.79027777777778,16.14
17.512166666666666,17.58
16.325222222222223,15.84
15.903388888888891,16.04
15.96572222222222,15.94
17.94011111111111,17.79
18.000222222222224,18.1
15.66638888888889,16.04
21.83427777777778,21.8
21.238166666666665,21.18
17.740666666666666,17.89
17.56561111111111,17.69
21.60961111111111,21.7
17.86338888888889,17.99
15.887500000000001,16.04
15.838555555555555,15.84
17.66638888888889,17.89
17.925444444444445,17.79
17.22361111111111,17.48
16.158277777777776,16.04
17.8215,17.89
19.822833333333335,20.15
17.997722222222222,18.2
20.274055555555556,20.57
17.617611111111113,17.79
17.381,17.38
20.621222222222222,20.57
18.133666666666667,18.2
18.64172222222222,19.02
15.776944444444446,16.04
15.728944444444444,15.84
17.749499999999998,17.69
17.76522222222222,17.48
21.564444444444447,21.8
17.58683333333333,17.58
17.027722222222224,17.07
15.751888888888889,15.94
17.862444444444446,17.89
17.320944444444443,17.48
17.93972222222222,17.89
15.855666666666666,15.94
19.347055555555556,19.43
18.017722222222222,18.1
17.832,17.79
15.970944444444447,16.45
17.488,17.48
16.35988888888889,16.04
17.346666666666668,17.48
17.60422222222222,17.99
16.90238888888889,17.07
17.788444444444444,17.89
16.333055555555557,16.04
17.831055555555555,17.79
17.213555555555555,17.17
18.03066666666667,18.3
20.87088888888889,20.46
18.816,18.71
17.47088888888889,17.69
15.932,16.14
17.618555555555556,17.89
17.672944444444443,17.69
17.935722222222225,17.99
17.634777777777778,17.79
15.753499999999999,15.94
20.670944444444444,20.87
17.402333333333335,17.48
16.386777777777777,16.14
16.109166666666667,16.56
18.31088888888889,17.17
17.798833333333334,17.79
15.877333333333334,16.14
26.122055555555555,25.5
16.35227777777778,16.04
20.796833333333336,21.08
18.3375,18.3
17.61561111111111,17.58
17.922,18.1
21.772444444444446,21.7
18.083944444444445,18.2
17.231166666666667,17.28
15.829833333333333,16.04
16.235166666666668,16.14
16.879277777777776,16.86
16.605444444444444,16.04
17.82772222222222,17.89
15.931166666666668,16.04
15.749055555555556,16.04
19.14311111111111,19.13
17.883111111111113,17.89
17.567333333333334,17.69
17.39927777777778,17.38
20.429,20.67
15.865666666666666,15.84
15.54138888888889,16.14
15.935944444444443,16.14
17.507777777777775,17.38
18.982444444444447,19.13
18.226777777777777,17.99
21.28338888888889,21.59
15.989333333333333,16.04
18.019444444444446,17.99
16.104,15.84
21.559,21.49
15.879222222222223,16.14
20.951555555555554,20.98
18.81377777777778,18.92
15.767722222222224,15.84
21.680444444444444,21.9
17.591055555555556,17.69
17.997722222222222,18.1
16.744722222222222,17.17
15.798777777777778,16.14
17.920277777777777,17.79
19.244500000000002,19.33
17.466722222222224,17.58
16.722388888888887,16.97
18.154611111111112,17.99
17.874333333333333,17.69
17.225,16.86
17.868555555555556,17.89
21.977555555555554,22.31
19.524944444444444,19.74
21.313333333333333,20.87
18.202444444444446,18.51
17.436666666666667,17.48
18.319944444444445,18.51
17.675055555555556,17.99
17.64161111111111,17.58
16.356944444444444,15.94
17.618555555555556,18.2
16.932055555555554,16.97
21.6685,21.7
19.12172222222222,19.43
18.397499999999997,18.51
15.977500000000001,16.14
15.847277777777776,16.04
17.98122222222222,18.1
17.93972222222222,17.79
17.152611111111113,16.76
15.895833333333334,15.94
17.987055555555557,17.99
16.311500000000002,16.04
15.906166666666666,15.94
18.39638888888889,18.41
17.171277777777775,17.38
17.554666666666666,17.69
17.756222222222224,17.48
17.883555555555557,17.79
17.766888888888886,17.69
15.82888888888889,16.14
17.327444444444446,17.58
18.3645,18.61
16.92227777777778,17.17
17.55761111111111,17.58
22.022499999999997,22.11
16.11327777777778,16.14
15.825833333333334,16.25
26.204833333333333,23.75
17.672944444444443,17.69
19.55816666666667,19.54
17.580333333333336,17.79
17.2215,17.48
20.377444444444443,20.57
17.750666666666667,17.89
15.802833333333334,15.84
17.527277777777776,17.58
17.771444444444445,17.89
16.411388888888887,16.14
20.893555555555555,21.08
17.084166666666665,17.17
19.939,20.15
17.67672222222222,17.79
15.847388888888888,15.84
18.886666666666667,18.92
17.290499999999998,23.03
15.960833333333333,16.56
17.878,17.99
16.136499999999998,16.04
17.01422222222222,16.56
17.993166666666667,17.99
17.95211111111111,18.1
15.869999999999997,17.69
15.802166666666668,15.94
19.3725,19.54
18.125555555555554,17.99
18.05927777777778,18.3
17.750444444444444,17.79
16.452944444444444,16.66
16.495833333333334,17.99
15.956000000000001,16.14
17.741777777777777,17.69
17.84916666666667,17.89
20.607777777777777,20.46
15.864833333333333,16.56
15.809833333333334,16.04
17.709777777777777,17.89
21.0955,21.29
17.758611111111108,17.79
16.322222222222223,16.86
20.796833333333336,20.87
17.432111111111112,20.15
19.119666666666667,18.92
18.33211111111111,18.3
17.459833333333332,17.38
18.847277777777776,18.71
17.51516666666667,17.48
15.947833333333332,17.28
16.054111111111112,16.66
17.566166666666664,17.58
17.941277777777778,18.71
20.940555555555555,20.98
16.34594444444444,16.56
17.40683333333333,17.58
18.021555555555555,18.2
20.152166666666666,19.64
16.824722222222224,16.76
17.613777777777777,17.79
15.793555555555555,15.94
15.8475,15.94
17.656055555555554,17.48
15.87961111111111,16.04
18.145444444444443,17.99
20.590166666666665,20.46
19.0175,19.13
16.401111111111113,17.17
17.74338888888889,17.58
17.728333333333335,17.89
17.840222222222224,17.89
18.179777777777776,18.1
18.379611111111114,18.41
21.87816666666667,22.01
21.944111111111113,21.8
19.809555555555555,20.15
17.133888888888887,17.38
17.369555555555554,17.58
19.957444444444445,19.74
17.51033333333333,17.58
15.898111111111112,16.04
17.942722222222223,17.79
15.892555555555557,16.04
17.998611111111114,17.99
17.686944444444446,17.69
17.75011111111111,17.69
17.369333333333334,17.48
17.91133333333333,18.1
17.043277777777778,16.97
16.080166666666667,15.94
16.2865,16.04
18.82361111111111,18.71
15.874777777777776,16.04
17.831055555555555,17.58
15.751888888888889,15.94
15.76511111111111,15.94
17.880499999999998,17.99
17.22588888888889,17.28
17.744944444444442,17.79
16.871666666666666,16.86
16.480166666666666,16.25
17.797555555555554,17.58
15.724555555555558,16.76
16.385222222222225,16.14
17.72972222222222,17.89
17.675055555555556,17.99
19.032888888888888,19.23
15.833444444444446,16.14
15.877222222222223,15.94
16.085722222222223,15.94
16.212055555555555,15.94
17.97572222222222,18.3
17.789833333333334,17.38
18.031388888888888,18.3
15.939944444444443,16.04
21.615444444444446,21.8
15.879222222222223,16.14
17.696777777777775,17.79
21.6335,21.49
19.119666666666667,19.02
21.144944444444445,20.98
15.864833333333333,16.35
16.277722222222224,16.04
19.357666666666667,19.64
16.003944444444446,15.94
18.2005,17.89
18.372722222222222,18.2
15.984444444444446,16.04
17.564277777777775,17.48
16.461277777777777,16.14
17.596111111111114,17.58
17.794111111111114,17.69
19.440166666666666,19.43
17.80361111111111,17.89
15.83888888888889,15.84
16.403000000000002,16.86
16.00161111111111,15.94
17.251,17.38
16.241777777777777,16.04
17.785833333333333,17.69
17.752555555555556,17.69
19.367611111111113,19.64
16.373444444444445,16.14
19.069666666666667,19.23
19.74738888888889,19.64
15.87411111111111,15.94
19.74738888888889,19.54
16.409777777777776,17.38
17.28472222222222,17.48
15.87038888888889,16.04
16.257277777777777,16.04
16.14561111111111,15.94
15.769222222222222,16.04
17.970666666666666,17.99
18.185222222222222,16.45
19.921444444444447,19.74
15.855666666666666,16.04
18.049,18.2
17.95788888888889,17.99
15.82922222222222,15.94
16.13211111111111,15.94
20.456555555555557,20.15
17.338555555555555,16.86
17.75638888888889,17.79
17.982,17.89
16.231555555555556,16.04
17.5565,17.38
16.252388888888888,16.04
17.31738888888889,17.48
17.642222222222223,17.58
20.048055555555557,19.95
17.497777777777777,17.48
15.9045,15.94
16.37466666666667,16.56
15.785666666666666,15.94
16.246388888888887,16.14
17.890888888888888,17.89
17.229833333333332,17.48
15.84388888888889,15.94
17.503944444444446,17.58
17.6785,17.99
15.865666666666666,15.94
15.989555555555556,15.94
17.991388888888892,17.89
17.217666666666666,17.48
16.249833333333335,15.94
21.607777777777777,21.7
15.7305,16.04
21.144944444444445,21.29
17.66272222222222,17.79
17.558944444444442,17.07
18.698055555555555,19.33
16.654611111111112,16.86
15.743166666666667,15.84
18.010166666666667,18.2
19.308944444444446,19.33
16.138555555555556,16.04
20.166555555555554,20.26
16.705277777777777,17.07
19.569222222222223,19.74
17.682055555555554,17.89
17.513166666666667,16.66
16.758277777777778,16.56
17.623333333333335,17.58
15.738055555555556,16.86
15.929388888888887,16.14
16.11327777777778,16.14
17.905,18.1
15.966777777777777,16.14
17.55761111111111,17.69
17.074722222222224,16.76
17.641888888888886,17.69
21.390666666666664,21.39
17.795944444444444,17.79
17.029666666666667,17.07
16.2865,15.94
18.133666666666667,18.1
16.085722222222223,16.04
21.906166666666664,21.9
16.01788888888889,18.82
17.86338888888889,17.89
17.537222222222223,17.79
17.644,17.58
17.51038888888889,17.69
17.840222222222224,17.89
17.334999999999997,16.97
19.216333333333335,17.48
16.385444444444445,16.14
20.895055555555555,20.87
17.59261111111111,17.58
17.36938888888889,17.38
16.945888888888888,17.07
16.291055555555555,15.84
19.032888888888888,19.23
16.10661111111111,16.14
17.883555555555557,17.89
