y1_test,y_predicted
17.74338888888889,17.7
16.758277777777778,16.63
19.0175,20.92
15.7305,16.0
20.625611111111112,21.28
17.908333333333335,18.15
17.195333333333334,16.9
19.822833333333335,20.47
16.03661111111111,16.0
17.17538888888889,17.97
16.38072222222222,16.63
20.279722222222222,20.38
17.890444444444444,18.06
15.880666666666665,16.0
17.35461111111111,17.25
17.763833333333334,17.7
15.938,16.0
17.911,18.06
21.60961111111111,21.28
17.78027777777778,16.0
20.87038888888889,16.0
16.81972222222222,16.0
18.5595,16.0
15.8355,16.0
17.427777777777777,16.09
18.028055555555554,16.0
16.06411111111111,16.0
15.693277777777777,16.0
19.174,16.09
15.874833333333335,16.0
15.858444444444444,16.0
18.11583333333333,16.0
17.52583333333333,16.27
15.835833333333333,16.0
17.458166666666667,16.0
18.019333333333336,16.0
16.0375,16.0
15.973666666666666,16.0
15.877333333333334,16.09
15.874777777777776,16.0
18.34711111111111,17.97
19.529444444444444,17.16
21.359944444444444,20.92
17.11461111111111,16.0
18.53633333333333,16.0
16.15372222222222,16.0
18.18177777777778,16.0
15.882055555555556,16.0
18.31088888888889,16.45
19.391111111111112,16.0
17.6785,16.0
17.22361111111111,16.09
17.596111111111114,16.36
20.429,16.0
16.428,16.0
17.728333333333335,16.0
16.423166666666667,16.0
17.628888888888888,16.09
18.397499999999997,16.0
21.732722222222222,18.33
20.77861111111111,16.0
15.896055555555556,16.0
17.30638888888889,16.09
18.854888888888887,16.09
19.357666666666667,16.09
17.034777777777776,17.52
17.897333333333332,18.24
20.03322222222222,18.42
18.92233333333333,19.67
17.1055,16.9
19.885944444444444,18.33
18.4185,17.97
17.133388888888888,18.68
17.539277777777777,18.06
18.198055555555555,17.97
17.620555555555555,17.7
16.36311111111111,16.27
17.910722222222223,17.97
15.79738888888889,16.0
18.46366666666667,17.7
19.153055555555554,20.74
17.367666666666665,17.52
19.819499999999998,22.53
15.79027777777778,16.18
17.512166666666666,17.52
16.325222222222223,16.0
15.903388888888891,16.09
15.96572222222222,16.09
17.94011111111111,17.97
18.000222222222224,18.06
15.66638888888889,16.0
21.83427777777778,21.9
21.238166666666665,18.95
17.740666666666666,17.61
17.56561111111111,17.43
21.60961111111111,21.1
17.86338888888889,17.97
15.887500000000001,16.09
15.838555555555555,16.0
17.66638888888889,17.7
17.925444444444445,17.52
17.22361111111111,17.08
16.158277777777776,16.09
17.8215,22.8
19.822833333333335,20.47
17.997722222222222,18.33
20.274055555555556,21.19
17.617611111111113,17.7
17.381,17.25
20.621222222222222,18.68
18.133666666666667,17.97
18.64172222222222,18.33
15.776944444444446,16.0
15.728944444444444,16.0
17.749499999999998,16.0
17.76522222222222,16.0
21.564444444444447,16.09
17.58683333333333,16.0
17.027722222222224,16.0
15.751888888888889,16.0
17.862444444444446,16.0
17.320944444444443,16.0
17.93972222222222,16.0
15.855666666666666,16.0
19.347055555555556,16.0
18.017722222222222,16.0
17.832,16.45
15.970944444444447,16.0
17.488,16.0
16.35988888888889,16.0
17.346666666666668,16.0
17.60422222222222,16.0
16.90238888888889,16.0
17.788444444444444,16.0
16.333055555555557,16.0
17.831055555555555,16.0
17.213555555555555,16.0
18.03066666666667,17.7
20.87088888888889,21.28
18.816,18.77
17.47088888888889,18.33
15.932,16.18
17.618555555555556,18.24
17.672944444444443,17.43
17.935722222222225,17.97
17.634777777777778,17.25
15.753499999999999,16.0
20.670944444444444,18.59
17.402333333333335,17.34
16.386777777777777,16.09
16.109166666666667,16.09
18.31088888888889,17.43
17.798833333333334,16.09
15.877333333333334,16.09
26.122055555555555,16.0
16.35227777777778,16.0
20.796833333333336,16.0
18.3375,16.0
17.61561111111111,16.09
17.922,16.0
21.772444444444446,16.0
18.083944444444445,16.0
17.231166666666667,16.0
15.829833333333333,16.09
16.235166666666668,16.0
16.879277777777776,16.0
16.605444444444444,16.09
17.82772222222222,16.09
15.931166666666668,16.0
15.749055555555556,16.45
19.14311111111111,16.99
17.883111111111113,20.38
17.567333333333334,16.09
17.39927777777778,16.09
20.429,19.67
15.865666666666666,16.0
15.54138888888889,16.09
15.935944444444443,16.0
17.507777777777775,16.0
18.982444444444447,16.0
18.226777777777777,16.18
21.28338888888889,16.0
15.989333333333333,16.0
18.019444444444446,16.0
16.104,21.72
21.559,16.0
15.879222222222223,16.0
20.951555555555554,16.0
18.81377777777778,16.0
15.767722222222224,16.0
21.680444444444444,16.0
17.591055555555556,16.0
17.997722222222222,16.0
16.744722222222222,16.0
15.798777777777778,16.09
17.920277777777777,16.0
19.244500000000002,19.04
17.466722222222224,17.52
16.722388888888887,16.18
18.154611111111112,17.97
17.874333333333333,17.7
17.225,16.72
17.868555555555556,18.06
21.977555555555554,22.53
19.524944444444444,17.25
21.313333333333333,20.38
18.202444444444446,17.97
17.436666666666667,22.8
18.319944444444445,17.34
17.675055555555556,17.61
17.64161111111111,17.61
16.356944444444444,16.0
17.618555555555556,18.24
16.932055555555554,17.08
21.6685,21.46
19.12172222222222,19.67
18.397499999999997,17.43
15.977500000000001,16.0
15.847277777777776,16.0
17.98122222222222,17.61
17.93972222222222,17.88
17.152611111111113,16.72
15.895833333333334,16.0
17.987055555555557,17.97
16.311500000000002,16.0
15.906166666666666,16.0
18.39638888888889,18.15
17.171277777777775,17.61
17.554666666666666,16.81
17.756222222222224,16.0
17.883555555555557,16.0
17.766888888888886,16.09
15.82888888888889,16.0
17.327444444444446,16.0
18.3645,16.0
16.92227777777778,16.0
17.55761111111111,16.0
22.022499999999997,16.0
16.11327777777778,16.0
15.825833333333334,16.0
26.204833333333333,16.0
17.672944444444443,16.0
19.55816666666667,16.0
17.580333333333336,16.0
17.2215,16.0
20.377444444444443,16.0
17.750666666666667,16.0
15.802833333333334,16.09
17.527277777777776,16.36
17.771444444444445,18.42
16.411388888888887,16.0
20.893555555555555,16.09
17.084166666666665,19.22
19.939,16.0
17.67672222222222,16.09
15.847388888888888,16.0
18.886666666666667,16.0
17.290499999999998,16.09
15.960833333333333,16.99
17.878,17.97
16.136499999999998,16.0
17.01422222222222,16.81
17.993166666666667,18.06
17.95211111111111,17.25
15.869999999999997,17.25
15.802166666666668,16.0
19.3725,21.99
18.125555555555554,17.97
18.05927777777778,18.06
17.750444444444444,18.24
16.452944444444444,16.09
16.495833333333334,17.79
15.956000000000001,16.54
17.741777777777777,17.7
17.84916666666667,17.97
20.607777777777777,19.49
15.864833333333333,16.54
15.809833333333334,16.0
17.709777777777777,17.88
21.0955,19.22
17.758611111111108,17.52
16.322222222222223,17.16
20.796833333333336,21.9
17.432111111111112,19.94
19.119666666666667,19.49
18.33211111111111,17.7
17.459833333333332,20.56
18.847277777777776,20.56
17.51516666666667,17.61
15.947833333333332,22.8
16.054111111111112,16.45
17.566166666666664,17.7
17.941277777777778,20.56
20.940555555555555,20.74
16.34594444444444,16.9
17.40683333333333,17.88
18.021555555555555,17.7
20.152166666666666,19.04
16.824722222222224,16.45
17.613777777777777,17.7
15.793555555555555,16.0
15.8475,16.0
17.656055555555554,17.7
15.87961111111111,16.0
18.145444444444443,19.67
20.590166666666665,21.37
19.0175,20.2
16.401111111111113,16.81
17.74338888888889,17.7
17.728333333333335,17.08
17.840222222222224,18.33
18.179777777777776,18.33
18.379611111111114,20.2
21.87816666666667,16.0
21.944111111111113,16.0
19.809555555555555,16.09
17.133888888888887,16.0
17.369555555555554,16.0
19.957444444444445,16.0
17.51033333333333,16.0
15.898111111111112,16.0
17.942722222222223,16.0
15.892555555555557,16.0
17.998611111111114,16.09
17.686944444444446,20.56
17.75011111111111,16.45
17.369333333333334,16.0
17.91133333333333,16.27
17.043277777777778,16.09
16.080166666666667,16.09
16.2865,16.0
18.82361111111111,16.0
15.874777777777776,16.0
17.831055555555555,17.61
15.751888888888889,16.0
15.76511111111111,16.0
17.880499999999998,17.97
17.22588888888889,17.34
17.744944444444442,17.7
16.871666666666666,17.08
16.480166666666666,16.36
17.797555555555554,17.88
15.724555555555558,16.81
16.385222222222225,16.54
17.72972222222222,17.34
17.675055555555556,17.7
19.032888888888888,18.06
15.833444444444446,16.72
15.877222222222223,16.09
16.085722222222223,16.0
16.212055555555555,16.0
17.97572222222222,19.04
17.789833333333334,21.1
18.031388888888888,17.34
15.939944444444443,16.09
21.615444444444446,21.46
15.879222222222223,16.0
17.696777777777775,17.61
21.6335,22.62
19.119666666666667,19.67
21.144944444444445,18.51
15.864833333333333,16.99
16.277722222222224,16.09
19.357666666666667,17.34
16.003944444444446,16.0
18.2005,17.52
18.372722222222222,16.72
15.984444444444446,16.0
17.564277777777775,16.45
16.461277777777777,16.36
17.596111111111114,17.16
17.794111111111114,17.61
19.440166666666666,20.29
17.80361111111111,18.06
15.83888888888889,16.09
16.403000000000002,16.9
16.00161111111111,16.0
17.251,17.16
16.241777777777777,16.0
17.785833333333333,17.79
17.752555555555556,18.15
19.367611111111113,21.99
16.373444444444445,16.81
19.069666666666667,18.59
19.74738888888889,19.49
15.87411111111111,16.09
19.74738888888889,19.76
16.409777777777776,16.27
17.28472222222222,17.61
15.87038888888889,16.0
16.257277777777777,16.0
16.14561111111111,16.0
15.769222222222222,16.0
17.970666666666666,17.97
18.185222222222222,17.16
19.921444444444447,17.79
15.855666666666666,16.0
18.049,17.16
17.95788888888889,18.06
15.82922222222222,16.0
16.13211111111111,16.0
20.456555555555557,21.19
17.338555555555555,17.16
17.75638888888889,17.88
17.982,17.97
16.231555555555556,16.0
17.5565,17.08
16.252388888888888,16.0
17.31738888888889,17.52
17.642222222222223,17.43
20.048055555555557,20.47
17.497777777777777,18.24
15.9045,16.09
16.37466666666667,17.52
15.785666666666666,16.0
16.246388888888887,16.45
17.890888888888888,17.97
17.229833333333332,16.81
15.84388888888889,16.0
17.503944444444446,17.43
17.6785,17.25
15.865666666666666,16.0
15.989555555555556,16.0
17.991388888888892,17.97
17.217666666666666,17.25
16.249833333333335,16.09
21.607777777777777,22.26
15.7305,16.0
21.144944444444445,21.81
17.66272222222222,17.61
17.558944444444442,16.63
18.698055555555555,18.06
16.654611111111112,16.81
15.743166666666667,16.0
18.010166666666667,19.22
19.308944444444446,19.85
16.138555555555556,16.09
20.166555555555554,21.37
16.705277777777777,17.16
19.569222222222223,20.29
17.682055555555554,17.34
17.513166666666667,16.81
16.758277777777778,16.81
17.623333333333335,17.7
15.738055555555556,16.9
15.929388888888887,16.0
16.11327777777778,19.76
17.905,16.0
15.966777777777777,16.0
17.55761111111111,16.09
17.074722222222224,16.09
17.641888888888886,16.0
21.390666666666664,16.0
17.795944444444444,16.0
17.029666666666667,16.0
16.2865,16.0
18.133666666666667,16.09
16.085722222222223,16.0
21.906166666666664,16.0
16.01788888888889,16.0
17.86338888888889,16.0
17.537222222222223,16.0
17.644,16.09
17.51038888888889,16.0
17.840222222222224,16.0
17.334999999999997,16.09
19.216333333333335,22.17
16.385444444444445,16.0
20.895055555555555,21.28
17.59261111111111,17.7
17.36938888888889,17.88
16.945888888888888,17.08
16.291055555555555,16.0
19.032888888888888,18.06
16.10661111111111,16.09
17.883555555555557,17.88
15.798388888888887,16.0
16.8275,17.08
15.869666666666667,16.0
16.409777777777776,16.27
18.18177777777778,17.88
16.924,16.63
15.894333333333334,16.0
15.799944444444444,16.0
20.387999999999998,21.37
17.38383333333333,17.25
20.215999999999998,17.7
17.28227777777778,16.27
20.411777777777775,20.56
19.487833333333334,18.95
21.885055555555553,21.28
20.53861111111111,21.28
16.112499999999997,16.0
19.367611111111113,18.95
15.891444444444444,16.9
15.773055555555556,16.0
15.812722222222224,16.54
17.42088888888889,18.51
15.875277777777777,16.09
15.878166666666667,16.0
15.931,16.09
19.441666666666666,22.8
16.461277777777777,16.27
20.951555555555554,21.37
15.907277777777779,16.09
18.372722222222222,17.34
18.10088888888889,17.97
17.029444444444447,16.54
15.938888888888888,16.0
15.910277777777777,19.31
17.821555555555555,17.61
21.34277777777778,22.53
16.149444444444445,16.0
17.67561111111111,17.52
15.998444444444443,16.0
17.650444444444446,17.79
17.207444444444445,17.43
18.56761111111111,16.81
17.950222222222223,17.97
16.084833333333332,16.0
17.31211111111111,17.25
17.6525,17.25
16.49272222222222,16.63
15.873222222222223,16.0
17.48111111111111,17.16
20.796833333333336,18.77
17.713222222222225,18.06
17.355777777777778,16.81
21.545944444444444,21.72
17.90405555555556,17.97
17.792944444444444,18.06
16.146666666666665,17.25
20.411777777777775,21.99
15.926444444444444,16.27
16.205166666666667,16.45
18.144333333333336,17.97
15.955944444444444,16.54
16.234388888888887,17.08
16.94988888888889,16.99
16.325833333333335,16.63
15.928555555555555,16.0
18.732666666666667,19.76
16.18272222222222,16.0
20.36388888888889,20.2
18.071444444444445,17.88
17.941,19.58
16.31088888888889,16.09
17.93272222222222,17.88
17.970666666666666,17.97
17.47088888888889,16.81
16.179666666666666,16.09
17.513166666666667,16.72
15.960833333333333,16.81
21.34,22.17
16.002444444444443,17.25
16.29372222222222,16.0
17.481166666666667,18.24
15.93311111111111,16.9
16.09511111111111,16.09
16.90238888888889,17.25
17.37538888888889,17.7
19.391111111111112,17.16
19.513444444444445,20.38
15.949388888888889,16.09
17.557666666666666,17.34
15.889333333333333,16.0
18.306055555555556,18.15
15.83088888888889,16.09
17.771444444444445,17.97
15.851888888888888,16.0
17.647277777777777,17.61
16.095555555555553,16.18
16.332944444444443,16.54
