y1_test,y_predicted
17.74338888888889,17.53
16.758277777777778,16.91
19.0175,20.55
15.7305,15.84
20.625611111111112,20.55
17.908333333333335,18.42
17.195333333333334,17.0
19.822833333333335,19.22
16.03661111111111,16.02
17.17538888888889,17.44
16.38072222222222,16.28
20.279722222222222,19.49
17.890444444444444,17.97
15.880666666666665,16.02
17.35461111111111,17.26
17.763833333333334,17.8
15.938,15.66
17.911,18.33
21.60961111111111,20.55
17.78027777777778,2.76
20.87038888888889,0.0
16.81972222222222,22.6
18.5595,7.03
15.8355,0.0
17.427777777777777,3.03
18.028055555555554,0.0
16.06411111111111,4.72
15.693277777777777,0.0
19.174,22.69
15.874833333333335,0.0
15.858444444444444,12.9
18.11583333333333,0.0
17.52583333333333,22.69
15.835833333333333,16.82
17.458166666666667,0.0
18.019333333333336,4.81
16.0375,0.0
15.973666666666666,4.45
15.877333333333334,22.69
15.874777777777776,16.19
18.34711111111111,18.06
19.529444444444444,17.08
21.359944444444444,20.38
17.11461111111111,0.71
18.53633333333333,0.0
16.15372222222222,20.2
18.18177777777778,21.98
15.882055555555556,0.0
18.31088888888889,22.69
19.391111111111112,0.0
17.6785,0.0
17.22361111111111,19.75
17.596111111111114,22.69
20.429,22.69
16.428,22.69
17.728333333333335,0.0
16.423166666666667,0.0
17.628888888888888,19.22
18.397499999999997,0.0
21.732722222222222,22.69
20.77861111111111,3.2
15.896055555555556,5.43
17.30638888888889,22.69
18.854888888888887,22.69
19.357666666666667,22.69
17.034777777777776,17.89
17.897333333333332,18.42
20.03322222222222,19.13
18.92233333333333,18.42
17.1055,16.82
19.885944444444444,19.04
18.4185,18.24
17.133388888888888,18.24
17.539277777777777,18.51
18.198055555555555,17.97
17.620555555555555,18.33
16.36311111111111,16.28
17.910722222222223,18.24
15.79738888888889,15.84
18.46366666666667,17.62
19.153055555555554,20.2
17.367666666666665,17.17
19.819499999999998,22.69
15.79027777777778,16.19
17.512166666666666,17.44
16.325222222222223,15.75
15.903388888888891,16.11
15.96572222222222,15.84
17.94011111111111,18.06
18.000222222222224,18.33
15.66638888888889,15.66
21.83427777777778,22.25
21.238166666666665,18.95
17.740666666666666,17.71
17.56561111111111,17.62
21.60961111111111,20.29
17.86338888888889,18.06
15.887500000000001,15.13
15.838555555555555,15.75
17.66638888888889,17.08
17.925444444444445,17.8
17.22361111111111,16.82
16.158277777777776,16.37
17.8215,17.53
19.822833333333335,19.4
17.997722222222222,18.42
20.274055555555556,21.36
17.617611111111113,17.97
17.381,17.89
20.621222222222222,19.13
18.133666666666667,18.06
18.64172222222222,18.69
15.776944444444446,16.64
15.728944444444444,15.75
17.749499999999998,9.34
17.76522222222222,6.76
21.564444444444447,22.69
17.58683333333333,14.5
17.027722222222224,0.0
15.751888888888889,0.0
17.862444444444446,0.0
17.320944444444443,0.53
17.93972222222222,12.46
15.855666666666666,5.07
19.347055555555556,0.0
18.017722222222222,0.0
17.832,22.69
15.970944444444447,12.81
17.488,22.69
16.35988888888889,8.72
17.346666666666668,2.22
17.60422222222222,6.76
16.90238888888889,13.97
17.788444444444444,0.0
16.333055555555557,22.69
17.831055555555555,1.25
17.213555555555555,0.0
18.03066666666667,17.97
20.87088888888889,21.09
18.816,18.06
17.47088888888889,17.97
15.932,16.46
17.618555555555556,18.69
17.672944444444443,17.62
17.935722222222225,17.44
17.634777777777778,17.62
15.753499999999999,16.02
20.670944444444444,18.86
17.402333333333335,17.62
16.386777777777777,16.46
16.109166666666667,16.64
18.31088888888889,17.8
17.798833333333334,17.8
15.877333333333334,16.82
26.122055555555555,0.0
16.35227777777778,0.0
20.796833333333336,0.0
18.3375,0.0
17.61561111111111,0.0
17.922,0.0
21.772444444444446,0.0
18.083944444444445,0.0
17.231166666666667,0.0
15.829833333333333,22.69
16.235166666666668,0.0
16.879277777777776,0.0
16.605444444444444,16.82
17.82772222222222,22.69
15.931166666666668,0.62
15.749055555555556,22.69
19.14311111111111,22.69
17.883111111111113,22.69
17.567333333333334,22.69
17.39927777777778,0.0
20.429,18.51
15.865666666666666,15.84
15.54138888888889,22.69
15.935944444444443,3.74
17.507777777777775,0.0
18.982444444444447,0.0
18.226777777777777,22.69
21.28338888888889,2.49
15.989333333333333,0.0
18.019444444444446,22.69
16.104,22.69
21.559,0.0
15.879222222222223,0.0
20.951555555555554,0.0
18.81377777777778,0.0
15.767722222222224,20.29
21.680444444444444,18.86
17.591055555555556,20.38
17.997722222222222,0.0
16.744722222222222,0.0
15.798777777777778,22.69
17.920277777777777,1.6
19.244500000000002,18.15
17.466722222222224,17.62
16.722388888888887,16.91
18.154611111111112,18.42
17.874333333333333,17.89
17.225,16.73
17.868555555555556,18.6
21.977555555555554,21.8
19.524944444444444,17.44
21.313333333333333,20.55
18.202444444444446,17.53
17.436666666666667,17.0
18.319944444444445,17.53
17.675055555555556,17.17
17.64161111111111,1.25
16.356944444444444,16.02
17.618555555555556,18.33
16.932055555555554,17.17
21.6685,21.8
19.12172222222222,18.86
18.397499999999997,17.44
15.977500000000001,15.84
15.847277777777776,16.73
17.98122222222222,17.44
17.93972222222222,17.89
17.152611111111113,17.17
15.895833333333334,16.37
17.987055555555557,17.97
16.311500000000002,16.37
15.906166666666666,15.84
18.39638888888889,18.95
17.171277777777775,17.53
17.554666666666666,17.53
17.756222222222224,0.0
17.883555555555557,0.0
17.766888888888886,0.0
15.82888888888889,22.69
17.327444444444446,1.96
18.3645,0.0
16.92227777777778,0.0
17.55761111111111,4.18
22.022499999999997,16.28
16.11327777777778,0.0
15.825833333333334,15.3
26.204833333333333,2.49
17.672944444444443,0.0
19.55816666666667,3.38
17.580333333333336,14.33
17.2215,10.32
20.377444444444443,22.69
17.750666666666667,0.0
15.802833333333334,22.16
17.527277777777776,21.27
17.771444444444445,22.69
16.411388888888887,19.13
20.893555555555555,4.81
17.084166666666665,13.97
19.939,2.05
17.67672222222222,20.29
15.847388888888888,5.52
18.886666666666667,0.0
17.290499999999998,9.88
15.960833333333333,16.55
17.878,17.97
16.136499999999998,16.19
17.01422222222222,17.17
17.993166666666667,17.97
17.95211111111111,17.71
15.869999999999997,17.17
15.802166666666668,17.0
19.3725,21.89
18.125555555555554,17.62
18.05927777777778,18.24
17.750444444444444,18.15
16.452944444444444,17.26
16.495833333333334,16.82
15.956000000000001,16.64
17.741777777777777,18.24
17.84916666666667,17.62
20.607777777777777,18.78
15.864833333333333,17.08
15.809833333333334,15.39
17.709777777777777,17.89
21.0955,19.58
17.758611111111108,17.26
16.322222222222223,17.17
20.796833333333336,21.98
17.432111111111112,19.4
19.119666666666667,18.95
18.33211111111111,17.97
17.459833333333332,19.84
18.847277777777776,20.29
17.51516666666667,17.62
15.947833333333332,16.55
16.054111111111112,16.55
17.566166666666664,17.89
17.941277777777778,17.26
20.940555555555555,19.49
16.34594444444444,16.37
17.40683333333333,17.62
18.021555555555555,18.15
20.152166666666666,20.11
16.824722222222224,16.64
17.613777777777777,17.53
15.793555555555555,15.75
15.8475,15.75
17.656055555555554,17.35
15.87961111111111,15.93
18.145444444444443,19.04
20.590166666666665,21.0
19.0175,20.2
16.401111111111113,15.57
17.74338888888889,17.8
17.728333333333335,17.35
17.840222222222224,19.22
18.179777777777776,18.78
18.379611111111114,19.31
21.87816666666667,0.0
21.944111111111113,22.69
19.809555555555555,22.69
17.133888888888887,4.45
17.369555555555554,0.09
19.957444444444445,0.0
17.51033333333333,12.72
15.898111111111112,0.0
17.942722222222223,22.69
15.892555555555557,0.0
17.998611111111114,0.0
17.686944444444446,22.69
17.75011111111111,4.27
17.369333333333334,22.69
17.91133333333333,22.69
17.043277777777778,22.69
16.080166666666667,22.69
16.2865,18.24
18.82361111111111,0.0
15.874777777777776,22.69
17.831055555555555,17.44
15.751888888888889,15.66
15.76511111111111,16.19
17.880499999999998,18.6
17.22588888888889,17.89
17.744944444444442,17.8
16.871666666666666,17.0
16.480166666666666,16.02
17.797555555555554,17.53
15.724555555555558,16.19
16.385222222222225,15.66
17.72972222222222,17.17
17.675055555555556,17.26
19.032888888888888,18.06
15.833444444444446,16.73
15.877222222222223,16.28
16.085722222222223,16.28
16.212055555555555,15.75
17.97572222222222,19.49
17.789833333333334,21.36
18.031388888888888,17.0
15.939944444444443,16.02
21.615444444444446,21.71
15.879222222222223,16.46
17.696777777777775,18.6
21.6335,21.98
19.119666666666667,19.31
21.144944444444445,18.24
15.864833333333333,8.54
16.277722222222224,16.73
19.357666666666667,16.82
16.003944444444446,17.17
18.2005,18.06
